,Unnamed: 0,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
96811,96811,CC1=C(C)C2OC2C1,1.4939,12.53,110.07316494,0,1,"(44,)",0.1054853501569716,-0.3645170690944528,0,2,2,1.9419,-347.798673,-347.799617,-347.807459,-347.839296,-0.2242,0.0145,0.2387,0.153162
37634,37634,CC1C(C)C1(C)CC#N,2.1921800000000005,23.79,123.104799416,0,1,"(50,)",0.0627199439011751,-0.1983249399242958,1,1,2,4.0725,-367.217905,-367.21885,-367.229455,-367.264922,-0.2744,0.0336,0.308,0.192272
60198,60198,O=C(OCC#N)C1CC1,0.46318,50.09,125.047678464,0,3,"(48,)",0.309461777955592,-0.450047695013804,2,1,0,4.2144,-437.905375,-437.906319,-437.915173,-437.950866,-0.2929,-0.0078,0.2852,0.123537
82871,82871,COC1(C)CC2(C)NC12,0.5256999999999998,31.17,127.099714036,1,2,"(52,)",0.0838652912625263,-0.3767523092672761,1,2,3,2.2226,-404.289924,-404.290868,-404.300605,-404.334578,-0.2208,0.0801,0.3009,0.192087
127892,127892,CC1OCC1C=O,0.2201999999999999,26.3,100.052429496,0,2,"(40,)",0.1274737894915729,-0.3768386758850333,1,1,2,1.3071,-345.634051,-345.634995,-345.642285,-345.674429,-0.2491,-0.0339,0.2153,0.12377
82417,82417,CC1C2C(C)C1(O)C2=O,0.2022,37.3,126.06807956,1,2,"(50,)",0.1682799792094218,-0.3814525123611268,0,3,2,2.0047,-422.975324,-422.976269,-422.986034,-423.021365,-0.2346,0.0083,0.2429,0.15686
121742,121742,CN1C=NC(C=O)C1=N,-0.49513,56.52,125.058911844,1,3,"(48,)",0.1638318220267967,-0.3223860896918941,1,1,1,4.4193,-434.079275,-434.080219,-434.088869,-434.12303,-0.2316,-0.0309,0.2007,0.12408
66405,66405,COC1=CC(O)=NN1,0.1238999999999999,58.14,114.042927432,2,3,"(44,)",0.2335407373458567,-0.4921220272155075,1,1,0,2.3729,-415.860489,-415.861433,-415.869018,-415.900927,-0.2079,0.0473,0.2552,0.108029
89667,89667,CCC1=CC(=N)OC1=O,0.85687,50.15,125.047678464,1,3,"(48,)",0.3403994022371983,-0.404701550120823,1,1,0,2.5579,-437.947259,-437.948203,-437.956429,-437.989795,-0.2826,-0.0855,0.1971,0.124643
81910,81910,CC1OC11C(C)CC1C,1.8198,12.53,126.104465068,0,1,"(52,)",0.099579828903247,-0.3657795995081127,0,2,3,1.6859,-388.266571,-388.267515,-388.277426,-388.311777,-0.2474,0.074,0.3214,0.203837
78517,78517,C1CC23CC(OC=N2)C13,0.966,21.59,123.068413908,0,2,"(48,)",0.169897151076936,-0.4798349064936287,0,3,3,1.6254,-401.858713,-401.859657,-401.86602,-401.896276,-0.226,0.0139,0.2399,0.150518
117650,117650,CC1=CC(F)=NNC1=N,0.3366899999999999,52.53,127.054575412,2,2,"(48,)",0.2308633511665967,-0.2831275451282071,0,1,0,0.3989,-458.10475,-458.105694,-458.113444,-458.14571,-0.2136,-0.0555,0.1581,0.113164
76368,76368,CC1(O)C(O)C1(O)C=O,-1.9581,77.75999999999999,132.042258736,3,4,"(52,)",0.1793044574002966,-0.3863685115315377,1,1,3,2.0797,-496.075593,-496.076537,-496.086187,-496.120081,-0.2462,-0.0349,0.2114,0.131764
81608,81608,N#CC12CC1NC21CC1,0.40448,35.82,120.068748256,1,2,"(46,)",0.0922797546456023,-0.3051287433037676,0,3,2,3.2795,-380.812084,-380.813028,-380.820794,-380.852998,-0.2364,0.0128,0.2492,0.136664
72816,72816,C1C2C3C4CC(C1O4)N23,-0.0174,12.24,123.068413908,0,2,"(48,)",0.0765737363638526,-0.3715392908395585,0,4,6,0.2243,-401.934782,-401.935726,-401.94112,-401.970485,-0.2317,0.0902,0.3219,0.153201
58094,58094,CC1C=C(C)COC=N1,1.3797,21.59,125.084063972,0,2,"(50,)",0.1699668846519039,-0.4791457565582462,0,1,1,2.2567,-403.146869,-403.147813,-403.156721,-403.190137,-0.2305,0.0015,0.232,0.171047
77092,77092,CC1(CC#N)CN=CO1,0.71728,45.38,124.063662876,0,3,"(48,)",0.1700345306674699,-0.4744514196719415,1,1,1,2.9509,-418.034464,-418.035408,-418.043932,-418.077732,-0.2648,0.0088,0.2736,0.136062
81885,81885,C#CC1NCC1C#N,-0.26882,35.82,106.053098192,1,2,"(40,)",0.0859596245773193,-0.3011494618711653,0,1,2,4.7308,-341.522453,-341.523397,-341.530963,-341.563116,-0.2539,0.0087,0.2626,0.107263
41576,41576,CC1=CC(OCC1)C=O,0.9205,26.3,126.06807956,0,2,"(50,)",0.1522140415399014,-0.3662932438799713,1,1,1,3.2293,-423.036544,-423.037488,-423.046494,-423.081194,-0.2374,-0.0284,0.209,0.158035
98952,98952,CC12OC3C=CC1(O)C23,0.0745999999999999,29.46,124.052429496,1,2,"(48,)",0.1204048463651523,-0.3822231985209154,0,3,4,2.1811,-421.771264,-421.772208,-421.779711,-421.81098,-0.2207,-0.0015,0.2192,0.135098
131961,131961,COCC#CC#CC=O,-0.1614999999999999,26.3,122.036779432,0,2,"(46,)",0.1932767320006283,-0.3719829998387512,1,0,0,4.5919,-420.552397,-420.553342,-420.56349,-420.600646,-0.2627,-0.0838,0.1789,0.109065
112998,112998,O=C1CN2CC3OCC123,-0.9777,29.540000000000003,125.047678464,0,3,"(48,)",0.1716556879027675,-0.3718536521627161,0,3,2,1.7057,-437.811291,-437.812236,-437.819261,-437.850817,-0.2391,-0.0448,0.1943,0.124473
89383,89383,CC1C=CC2(OC12)C#N,0.85348,36.32,121.052763844,0,2,"(46,)",0.1993073631117451,-0.3453711038951464,0,2,3,4.6825,-400.740336,-400.741281,-400.749089,-400.781313,-0.2711,-0.0333,0.2378,0.124255
422,422,CN1CCC(=O)C1CO,-0.7481,40.540000000000006,129.078978592,1,3,"(52,)",0.1530817808642714,-0.3942699539898,1,1,1,4.0532,-440.290953,-440.291898,-440.300949,-440.334877,-0.2377,-0.0218,0.2158,0.170766
133401,133401,CC1OC11C2CC1CC2,1.5738,12.53,124.088815004,0,1,"(50,)",0.1001061533521723,-0.3657570862431359,0,4,3,1.6906,-387.060908,-387.061852,-387.069762,-387.101859,-0.2505,0.0951,0.3456,0.18398
113701,113701,CC12CC1OCCO2,0.5641999999999999,18.46,114.06807956,0,2,"(46,)",0.0942515324708542,-0.372719215952675,0,2,2,0.4302,-384.909025,-384.909969,-384.917317,-384.948516,-0.226,0.0838,0.3098,0.154001
72268,72268,CC12COC1C2(O)C=O,-0.6649,46.53,128.047344116,1,3,"(50,)",0.1563709448030436,-0.37882037431651,1,2,3,2.0385,-458.915729,-458.916673,-458.925277,-458.95805,-0.2502,-0.0317,0.2184,0.133406
81457,81457,CC12OC3CCOC1C23,0.5626,18.46,126.06807956,0,2,"(50,)",0.100194280589946,-0.3745991905829225,0,3,4,1.4185,-422.981616,-422.98256,-422.989999,-423.021461,-0.2121,0.0747,0.2868,0.160643
37815,37815,CC1CC(CC=O)CO1,1.0004,26.3,128.083729624,0,2,"(52,)",0.1198560939511101,-0.3781944522716681,2,1,2,3.1479,-424.23761,-424.238554,-424.248231,-424.284414,-0.2468,-0.0253,0.2216,0.181272
15195,15195,CC1(C)OC(=O)C1O,-0.3172999999999999,46.53,116.047344116,1,3,"(46,)",0.3393357585131885,-0.4542158648001174,0,1,1,2.987,-420.899589,-420.900534,-420.909173,-420.942172,-0.2654,-0.0007,0.2647,0.127829
65872,65872,O=C1CC2(CN12)C1CN1,-1.0570999999999997,42.02,124.063662876,1,2,"(48,)",0.2252500474007842,-0.3305609732662307,1,3,3,2.7631,-417.945827,-417.946771,-417.954569,-417.987567,-0.2517,-0.0159,0.2358,0.136397
113399,113399,CC1C2C=CCC(=O)C12,1.3975,17.07,122.07316494,0,1,"(48,)",0.140101536177221,-0.2990160213132031,0,2,3,3.1234,-385.907178,-385.908123,-385.91619,-385.948796,-0.2278,-0.0125,0.2153,0.160264
133325,133325,CC#CC1=NOC(=O)N1,-0.2657,58.89,124.027277368,1,3,"(46,)",0.4392051853790253,-0.294889412001963,0,1,0,6.7273,-452.736488,-452.737432,-452.745799,-452.781233,-0.2506,-0.0468,0.2038,0.088501
106447,106447,OC1C=CC(=O)C1C=O,-0.6987000000000001,54.37,126.031694052,1,3,"(48,)",0.168075551217501,-0.3878046935943463,1,1,2,6.0607,-457.781117,-457.782061,-457.790535,-457.824786,-0.2488,-0.0671,0.1817,0.111067
89270,89270,CN1C=C(C=O)C=N1,0.2325999999999999,34.89,110.048012812,0,3,"(42,)",0.1527070281289499,-0.2977727186942698,1,1,0,5.129,-378.7484,-378.749344,-378.7567,-378.78914,-0.2462,-0.0379,0.2084,0.108261
61907,61907,O=COCC1CC(=O)C1,0.1384999999999999,43.370000000000005,128.047344116,0,3,"(50,)",0.2925860914778678,-0.4675766275000877,3,1,0,2.9744,-458.97938,-458.980324,-458.989384,-459.025512,-0.2557,-0.033,0.2227,0.133457
80818,80818,CCCC(=O)OCC=O,0.5286,43.370000000000005,130.06299418,0,3,"(52,)",0.3056969626173586,-0.4579844821412899,4,0,0,2.9164,-460.198704,-460.199648,-460.210306,-460.249253,-0.264,-0.0352,0.2288,0.155156
24614,24614,COC1=CN=C(F)C=N1,0.6242999999999999,35.010000000000005,128.038591,0,3,"(48,)",0.2316958731580737,-0.4798933802526134,1,1,0,2.5038,-478.009488,-478.010433,-478.017874,-478.050188,-0.24,-0.0543,0.1857,0.101282
58840,58840,CC12CCC1=CC(=O)C2,1.6857,17.07,122.07316494,0,1,"(48,)",0.1560315565635292,-0.2948307197309146,0,2,1,4.149,-385.898524,-385.899469,-385.907361,-385.939505,-0.2316,-0.0383,0.1932,0.159807
85450,85450,CC1(CO)CC2OCC12,0.4037,29.46,128.083729624,1,2,"(52,)",0.0637261454512431,-0.3957933730057502,1,2,3,2.8855,-424.174973,-424.175917,-424.184943,-424.218711,-0.2377,0.0692,0.3069,0.181851
133784,133784,CC1C(N1C)C(C)=O,0.2779,20.08,113.084063972,0,2,"(46,)",0.1479915794640336,-0.2981839681598823,1,1,3,3.1503,-365.047781,-365.048725,-365.058258,-365.092908,-0.2281,-0.0108,0.2173,0.16247
32620,32620,COC(=O)C1NCC1C,-0.2327000000000003,38.33,129.078978592,1,3,"(52,)",0.3226829234107632,-0.4678398109395667,1,1,2,1.6858,-440.281753,-440.282697,-440.292454,-440.328216,-0.2261,0.0169,0.243,0.170153
32945,32945,O=C1CCC=CCO1,0.8795999999999999,26.3,112.052429496,0,2,"(44,)",0.3059097119358557,-0.461434922369502,0,1,0,4.3295,-383.762283,-383.763227,-383.770338,-383.802117,-0.2592,-0.0122,0.2469,0.131826
55734,55734,OCC1(COCO1)C#N,-0.7546200000000001,62.48,129.042593084,1,4,"(50,)",0.2023660164870854,-0.392128697151836,1,1,1,3.8492,-475.009412,-475.010356,-475.018851,-475.052606,-0.2819,0.0065,0.2885,0.124268
80489,80489,CC1(C#C)C2C3CC1N23,0.4646,3.01,119.073499288,0,1,"(46,)",0.0609441965330509,-0.2880568865363561,0,3,5,1.9493,-364.70829,-364.709234,-364.717099,-364.749007,-0.2442,0.0487,0.2929,0.147283
131116,131116,CC1(C)CC2(CN2)C1O,0.1192,42.17,127.099714036,2,2,"(52,)",0.0785410698250116,-0.3905913714927844,0,2,2,2.3061,-404.300149,-404.301093,-404.310689,-404.344398,-0.2379,0.065,0.3029,0.192808
31702,31702,CC#CC1(COC1)C=O,0.2252,26.3,124.052429496,0,2,"(48,)",0.1422835692665554,-0.3771805352183207,1,1,0,3.6799,-421.773143,-421.774088,-421.783926,-421.822114,-0.25,-0.035,0.215,0.132936
112087,112087,COC(=O)C1=NNC=C1,0.1962999999999999,54.98,126.042927432,1,3,"(48,)",0.3580487298074162,-0.4642407963221011,1,1,0,2.9535,-453.987269,-453.988213,-453.996301,-454.029765,-0.2586,-0.0231,0.2355,0.11413
119053,119053,CC(C)CC1CCC1C,3.0786000000000016,0.0,126.140850576,0,0,"(54,)",-0.0385942136424303,-0.0627632652512844,2,1,2,0.1661,-353.548912,-353.549856,-353.560697,-353.596817,-0.2747,0.0792,0.3538,0.25128
100644,100644,CC1=CCC=CC(C)=C1,2.838900000000001,0.0,120.093900384,0,0,"(48,)",-0.0160232002532952,-0.0804658168457609,0,1,0,0.1697,-349.97871,-349.979654,-349.988633,-350.021808,-0.2078,-0.0204,0.1874,0.182859
549,549,CC1CCC(C=O)=CC1,1.9317,17.07,124.088815004,0,1,"(50,)",0.1452022368522521,-0.2982690902037863,1,1,1,3.5226,-387.128534,-387.129478,-387.138325,-387.17182,-0.2455,-0.0472,0.1982,0.183129
855,855,CC1(CN1CC#C)C#N,0.2174800000000001,26.8,120.068748256,0,2,"(46,)",0.1196554772566635,-0.2704931416635687,1,1,2,4.7867,-380.803308,-380.804252,-380.813663,-380.847796,-0.258,0.0126,0.2705,0.133408
980,980,OC1C2C3C2C2(CO2)C13,-0.3781000000000001,32.76,124.052429496,1,2,"(48,)",0.1006139266819835,-0.3924001619918927,0,4,6,3.1026,-421.741949,-421.742893,-421.749876,-421.780945,-0.2536,0.0825,0.3362,0.136565
28445,28445,CC(O)C(N)(C#N)C#N,-0.8881399999999999,93.82999999999998,125.058911844,2,4,"(48,)",0.2166496536000835,-0.3892211020783997,1,0,1,4.4842,-434.060546,-434.06149,-434.071491,-434.106175,-0.2938,-0.0196,0.2742,0.122405
52649,52649,OCC12CC(OC1)C2=O,-0.6633000000000002,46.53,128.047344116,1,3,"(50,)",0.1719335206136198,-0.395237913286346,1,3,2,2.5831,-458.930391,-458.931335,-458.939208,-458.971773,-0.235,-0.0291,0.2059,0.136255
132231,132231,CC(N)(C#N)C(F)(F)F,0.7896800000000002,49.81,138.04048282,1,2,"(52,)",0.4190840749098619,-0.3060027853465004,0,0,1,3.6603,-564.373283,-564.374228,-564.383309,-564.417051,-0.2853,0.0131,0.2984,0.096161
117042,117042,OCC1(CC2CN12)C=O,-0.9957,40.31,127.063328528,1,3,"(50,)",0.1421857184170352,-0.3939782957609343,2,2,3,2.8507,-439.026961,-439.027905,-439.036315,-439.069361,-0.2475,-0.0401,0.2074,0.146915
102380,102380,CNC(C#C)C(C)C#N,0.36728,35.82,122.08439832,1,2,"(48,)",0.0841438490716672,-0.3056912147414266,2,0,2,4.1965,-382.028826,-382.02977,-382.040285,-382.076086,-0.2455,0.0263,0.2718,0.157014
52157,52157,OC1CCC2OC3C2C13,0.1544999999999998,29.46,126.06807956,1,2,"(50,)",0.0693497685989447,-0.3927227751907677,0,3,5,1.6373,-422.985588,-422.986533,-422.993714,-423.025047,-0.2321,0.0722,0.3044,0.161729
104672,104672,CCC(C)CC1(C)CO1,2.2115,12.53,128.120115132,0,1,"(54,)",0.0890728123959862,-0.3698924723278793,3,1,2,1.6791,-389.475002,-389.475946,-389.487008,-389.523666,-0.2587,0.0817,0.3404,0.226337
20423,20423,CC(=O)C1CN2CC12C,0.2794999999999998,20.08,125.084063972,0,2,"(50,)",0.1355825937864656,-0.2995844347280079,1,2,3,2.8338,-403.119568,-403.120512,-403.129868,-403.16451,-0.2291,-0.0176,0.2114,0.169171
95041,95041,OCC(C#N)C1CCC1,0.91858,44.02,125.084063972,1,2,"(50,)",0.0722120274831408,-0.3950010860352295,2,1,1,3.419,-403.139997,-403.140941,-403.150416,-403.185422,-0.2794,0.0274,0.3068,0.171059
63301,63301,OC1C2CC1OC(=N)O2,-0.5302300000000002,62.540000000000006,129.042593084,2,4,"(50,)",0.3807898180120687,-0.4445100932391944,0,3,2,4.6131,-475.000435,-475.001379,-475.008616,-475.040235,-0.2457,0.0417,0.2874,0.125392
25188,25188,O=CN1C2CC1C21CC1,0.3794999999999999,20.31,123.068413908,0,1,"(48,)",0.2097480250487677,-0.3378580076314569,1,4,2,3.8493,-401.866459,-401.867403,-401.875056,-401.90719,-0.2333,0.0157,0.249,0.147545
94721,94721,CCN1CC=CC1=O,0.4047,20.31,111.068413908,0,1,"(44,)",0.2460675286847989,-0.3357150798357295,1,1,0,4.0011,-363.906269,-363.907213,-363.914973,-363.947697,-0.2356,-0.0255,0.2101,0.143135
77847,77847,CCCC1COC1CC,2.2115,9.23,128.120115132,0,1,"(54,)",0.062232984835952,-0.3774639033142261,3,1,2,1.7811,-389.474484,-389.475428,-389.486229,-389.523273,-0.2387,0.0825,0.3212,0.22795
123727,123727,CCCC(OC)C=O,1.0004,26.3,116.083729624,0,2,"(48,)",0.1482356861684162,-0.3739927592695506,4,0,1,1.9947,-386.133118,-386.134062,-386.144191,-386.180096,-0.2428,-0.0295,0.2133,0.173567
14318,14318,OC1(CC#N)CC(=O)C1,-0.0059199999999999,61.09,125.047678464,1,3,"(48,)",0.1382421248210198,-0.3878933352290795,1,1,0,1.7699,-437.896598,-437.897542,-437.906293,-437.940349,-0.2572,-0.0372,0.22,0.121792
111627,111627,OC1CC2(CC2C=O)C1,0.3463,37.3,126.06807956,1,2,"(50,)",0.1231491219927879,-0.3930867508919885,1,2,1,2.1143,-422.999258,-423.000202,-423.009054,-423.042987,-0.2472,-0.0197,0.2275,0.157733
39004,39004,CC1C2CC1(C)C21CC1,2.442500000000001,0.0,122.109550448,0,0,"(50,)",-0.0209174452559528,-0.0616809089954405,0,4,3,0.2625,-351.08637,-351.087314,-351.096347,-351.129285,-0.2611,0.0898,0.3509,0.205144
19476,19476,OCCCC(=O)C#C,-0.0387999999999999,37.3,112.052429496,1,2,"(44,)",0.204778342370302,-0.3963619247275455,3,0,0,4.038,-383.702794,-383.703738,-383.713153,-383.748292,-0.2652,-0.0564,0.2088,0.126978
25353,25353,COC1C2NC1C21CO1,-0.8755999999999999,33.79,127.063328528,1,3,"(50,)",0.1271388297457032,-0.3779654337996989,1,4,2,1.04,-438.949052,-438.949996,-438.958051,-438.991078,-0.2408,0.0775,0.3183,0.147256
96700,96700,CC1=C2C(O)CN2N=N1,-0.3664800000000001,50.94,125.058911844,1,4,"(48,)",0.1171090889441781,-0.38479041403691,0,2,1,3.4095,-434.017658,-434.018602,-434.026681,-434.060083,-0.2487,-0.0006,0.2481,0.125026
75826,75826,CC12NCC1C2(N)C#N,-0.8008200000000001,61.84,123.079647288,2,3,"(48,)",0.1281689799460039,-0.3114929743994621,0,2,3,5.3202,-398.081382,-398.082326,-398.090998,-398.123694,-0.2386,0.0275,0.2661,0.148219
33920,33920,O=CC12CC1N1CC21,-0.3582000000000001,20.08,109.052763844,0,2,"(42,)",0.1288997703129,-0.3026403079346275,1,3,4,3.2521,-362.575444,-362.576388,-362.582966,-362.613625,-0.2363,-0.0248,0.2114,0.118682
113244,113244,OCC1NC(=O)C11CC1,-0.7427000000000004,49.33,127.063328528,2,2,"(50,)",0.2282179448206576,-0.394203981298143,1,2,1,4.152,-439.075935,-439.076879,-439.085981,-439.12037,-0.245,0.0341,0.2791,0.146896
107084,107084,O=C1C2C3C4CC2C1N34,-0.3597999999999999,20.08,121.052763844,0,2,"(46,)",0.1548370536077381,-0.2975282774177388,0,5,6,3.6559,-400.727911,-400.728855,-400.734622,-400.764615,-0.2394,-0.0095,0.23,0.127818
70152,70152,NC1=CC(=N)OC=C1O,0.04687,83.24000000000001,126.042927432,3,4,"(48,)",0.2128886628392983,-0.5032530475333763,0,1,0,5.0305,-453.965078,-453.966022,-453.97411,-454.006357,-0.1862,-0.0222,0.164,0.113367
126359,126359,CC1CC2=CNN=C2O1,0.7330999999999999,37.91,124.063662876,1,2,"(48,)",0.2356403314715243,-0.4730485060499153,0,2,1,3.2724,-418.020792,-418.021736,-418.029222,-418.061372,-0.2081,0.025,0.2331,0.138814
18025,18025,OCC1(OCC1O)C#C,-1.2582,49.69,128.047344116,2,3,"(50,)",0.1786273786007838,-0.3921998795166088,1,1,2,2.9634,-458.881466,-458.882411,-458.891786,-458.926015,-0.2492,0.0136,0.2628,0.13326
64507,64507,CN(C)C1=NNC=C1,0.4756999999999998,31.92,111.079647288,1,2,"(44,)",0.1492951815735519,-0.3612822312782341,1,1,0,1.3883,-360.044309,-360.045254,-360.053276,-360.085775,-0.1834,0.0355,0.2189,0.143754
46433,46433,CCCC(C)(C)C#N,2.3362800000000004,23.79,111.104799416,0,1,"(46,)",0.0683401598896725,-0.1977439583750291,2,0,0,4.1225,-329.148781,-329.149725,-329.15972,-329.194249,-0.3095,0.0443,0.3538,0.186916
45461,45461,CCCC(N)C#N,0.6373800000000002,49.81,98.08439832,1,2,"(40,)",0.0927470468440847,-0.3159354032508809,2,0,1,2.9389,-305.905721,-305.906665,-305.915175,-305.948239,-0.2685,0.0292,0.2977,0.148373
6279,6279,CC1C(C2CN2C)N1C,0.0029000000000001,6.02,126.115698448,0,2,"(52,)",0.04167590038181,-0.2989011094226224,1,2,5,0.2716,-384.389261,-384.390205,-384.400548,-384.436289,-0.2058,0.0814,0.2872,0.204138
7086,7086,CC12OCC1N1CCC21,0.2318,12.47,125.084063972,0,2,"(50,)",0.0986513104153936,-0.3701773848820219,0,3,3,0.2488,-403.070185,-403.07113,-403.078811,-403.110826,-0.2082,0.0595,0.2677,0.171882
72843,72843,CC1CCC1(O)C=O,0.3463,37.3,114.06807956,1,2,"(46,)",0.1513267881048637,-0.3821095997991774,1,1,2,2.8508,-384.930934,-384.931879,-384.940778,-384.974387,-0.2494,-0.0293,0.2201,0.151076
30605,30605,OC12CCC1C2N1CC1,-0.1747,23.24,125.084063972,1,2,"(50,)",0.0849652294735497,-0.3878882564621972,1,3,3,1.6568,-403.06725,-403.068194,-403.076719,-403.10993,-0.2348,0.0816,0.3164,0.170635
9103,9103,O=C1NCC(N1)C1CC1,0.0777999999999998,41.13,126.07931294,2,1,"(50,)",0.3146512056858865,-0.336084185824138,1,2,1,4.1024,-419.237262,-419.238206,-419.246357,-419.279506,-0.2439,0.0638,0.3076,0.162197
37113,37113,COC1CNC1C(C)=O,-0.4378000000000002,38.33,129.078978592,1,3,"(52,)",0.1488909345580512,-0.3780276990915574,2,1,2,3.6632,-440.253853,-440.254797,-440.264732,-440.300265,-0.2226,-0.007,0.2155,0.168847
78546,78546,CCC1=C(C)C(=N)OC1,1.72037,33.08,125.084063972,1,2,"(50,)",0.2086104509893505,-0.4733193154450045,1,1,0,3.5255,-403.183399,-403.184343,-403.193845,-403.228809,-0.2341,-0.0168,0.2173,0.170721
85386,85386,CCCCC1CC1,2.5866000000000007,0.0,98.109550448,0,0,"(42,)",-0.0414084891357711,-0.0653822096214751,3,1,0,0.0991,-274.972757,-274.973701,-274.982287,-275.015656,-0.27,0.0935,0.3635,0.194549
59265,59265,CN1CC2C3N4CC13C24,-0.6332000000000002,6.48,122.08439832,0,2,"(48,)",0.0653715609826708,-0.2961632640322353,0,7,2,1.7308,-381.926761,-381.927705,-381.934544,-381.965401,-0.2111,0.0762,0.2873,0.161074
61047,61047,NC1=CNC(=N)C(=O)N1,-1.2353300000000005,98.51999999999998,126.054160812,4,3,"(48,)",0.2914692283451337,-0.3839703188154679,0,1,0,6.0924,-450.169457,-450.170401,-450.178368,-450.210727,-0.1872,-0.0243,0.1628,0.115541
87410,87410,CC1CC2(C)COCC12,1.6789,9.23,126.104465068,0,1,"(52,)",0.0523136446559367,-0.3805513255775445,0,2,3,1.5007,-388.287328,-388.288272,-388.296979,-388.329973,-0.247,0.08,0.3271,0.207013
45117,45117,CC12CC3(C#N)C(N1)C23,0.26038,35.82,120.068748256,1,2,"(46,)",0.080877067682125,-0.3062960549907564,0,3,4,4.1961,-380.821429,-380.822373,-380.829982,-380.861814,-0.2407,0.0207,0.2614,0.136919
3224,3224,N=C1NC=CN=C1C=O,-0.29833,69.6,123.04326178,2,3,"(46,)",0.1717175162238981,-0.3436999983986489,1,1,0,7.1181,-432.888729,-432.889673,-432.897165,-432.929712,-0.2227,-0.0888,0.1339,0.102436
30525,30525,CC(C)(O)C1(CN1)C#N,-0.37712,65.96000000000001,126.07931294,2,3,"(50,)",0.1472909306505571,-0.3873624885831481,1,1,1,5.0462,-419.188397,-419.189341,-419.199179,-419.233221,-0.2668,0.0223,0.2891,0.157137
40973,40973,CC12OC3C=CCC1C23,1.3498,9.23,122.07316494,0,1,"(48,)",0.0822629519184579,-0.3668449705854761,0,3,4,1.6273,-385.858332,-385.859276,-385.866672,-385.898057,-0.2162,0.0092,0.2254,0.160589
119194,119194,CC(=O)OCCC1CC1,1.3496,26.3,128.083729624,0,2,"(52,)",0.3021230399191393,-0.4658665545011237,3,1,0,1.9618,-424.244735,-424.245679,-424.256027,-424.293629,-0.2646,0.0202,0.2848,0.180559
39680,39680,C1CN1C1CCC2OC12,0.2317999999999997,15.54,125.084063972,0,2,"(50,)",0.0996065284413885,-0.3678823782838892,1,3,3,2.7163,-403.098318,-403.099262,-403.107069,-403.139692,-0.2343,0.0811,0.3155,0.172282
13774,13774,COC=NC(C)(C)C=O,0.6385999999999998,38.66,129.078978592,0,3,"(52,)",0.1694263337802811,-0.4866475361599496,3,0,0,3.9856,-440.278103,-440.279047,-440.290112,-440.32748,-0.2383,-0.0194,0.2189,0.166108
14823,14823,CN1C2CC1C1OC21,-0.1599000000000001,15.77,111.068413908,0,2,"(44,)",0.1012971710273566,-0.3661713516063535,0,4,4,1.5634,-363.777086,-363.77803,-363.784421,-363.814762,-0.2054,0.0797,0.2851,0.143495
87892,87892,O=CC1CCC(=C1)C#C,1.1549,17.07,120.057514876,0,1,"(46,)",0.1263822264548685,-0.3027359279884712,1,1,1,2.636,-384.675296,-384.67624,-384.684953,-384.719161,-0.2368,-0.042,0.1948,0.134715
49313,49313,CC1C2C=CC11COC21,1.2073,9.23,122.07316494,0,1,"(48,)",0.0756035253296431,-0.375569724654816,0,4,4,1.648,-385.787269,-385.788213,-385.795305,-385.82621,-0.2266,-0.0003,0.2263,0.160298
674,674,CC1CC(O1)C1CCO1,0.9527,18.46,128.083729624,0,2,"(52,)",0.0865272014439814,-0.3753252356972311,1,2,3,0.8712,-424.187419,-424.188363,-424.197213,-424.231469,-0.2338,0.0839,0.3176,0.182587
48883,48883,CC1=CCCC2(C)CC12,2.752700000000001,0.0,122.109550448,0,0,"(50,)",-0.014627346459743,-0.0852884581834964,0,2,2,0.3065,-351.166716,-351.16766,-351.176571,-351.209376,-0.2131,0.0302,0.2433,0.20677
108322,108322,CC1(OC2CC1C2)C#N,1.07748,33.02,123.068413908,0,2,"(48,)",0.1542997107044498,-0.3568864149654041,0,3,1,4.4403,-401.934201,-401.935146,-401.942828,-401.974647,-0.266,0.021,0.287,0.148451
37434,37434,CC1(C)C2CC11OCC21,1.4313,9.23,124.088815004,0,1,"(50,)",0.0791450714563348,-0.3736150542007078,0,4,3,1.6003,-386.936518,-386.937462,-386.945517,-386.977309,-0.2397,0.0617,0.3014,0.182055
44978,44978,CCC1(OCCO1)C#N,0.6630799999999999,42.25,127.063328528,0,3,"(50,)",0.2587226998209672,-0.335716423143474,1,1,0,3.4605,-439.09166,-439.092604,-439.101724,-439.136334,-0.2871,0.0225,0.3096,0.146915
54686,54686,CC1OC(=NC1C)C#C,0.8252999999999999,21.59,123.068413908,0,2,"(48,)",0.2633319437643052,-0.4663241918902922,0,1,2,1.5239,-401.928762,-401.929706,-401.938734,-401.972917,-0.2434,-0.0276,0.2158,0.146324
1247,1247,CCC1C2C3CC3(O)C12,1.0232,20.23,124.088815004,1,1,"(50,)",0.0716720700117536,-0.3892659251092356,1,3,5,1.2895,-387.034015,-387.034959,-387.043796,-387.077246,-0.2456,0.0773,0.3228,0.182141
